t,S,I,R
3.139999999999977,0.9860641632941765,0.012276420311490163,0.0016594163943346718
3.149999999999977,0.9860503243201398,0.01228441285645509,0.0016652628234063592
3.1599999999999766,0.9860364765308696,0.012292410410414248,0.0016711130587174678
3.1699999999999764,0.9860226199210965,0.012300412976251436,0.0016769671026533085
3.179999999999976,0.9860087544855489,0.012308420556851782,0.0016828249576005651
3.189999999999976,0.9859948802189522,0.012316433155101735,0.001688686625947295
3.1999999999999758,0.9859809971160293,0.012324450773889066,0.0016945521100829306
3.2099999999999755,0.9859671051715001,0.012332473416102871,0.0017004214123982786
3.2199999999999753,0.9859532043800822,0.01234050108463357,0.0017062945352855222
3.229999999999975,0.9859392947364901,0.012348533782372904,0.0017121714811382202
3.239999999999975,0.985925376235436,0.012356571512213942,0.0017180522523513088
3.2499999999999747,0.9859114488716291,0.012364614277051073,0.0017239368513211016
3.2599999999999745,0.985897512639776,0.012372662079780014,0.0017298252804452904
3.2699999999999743,0.9858835675345805,0.012380714923297804,0.0017357175421229458
3.279999999999974,0.985869613550744,0.012388772810502807,0.0017416136387545182
3.289999999999974,0.9858556506829648,0.012396835744294711,0.0017475135727418375
3.2999999999999736,0.9858416789259387,0.01240490372757453,0.0017534173464881146
3.3099999999999734,0.9858276982743588,0.012412976763244604,0.001759324962397942
3.319999999999973,0.9858137087229154,0.012421054854208594,0.0017652364228772938
3.329999999999973,0.9857997102662963,0.012429138003371488,0.0017711517303335273
3.3399999999999728,0.9857857028991863,0.012437226213639602,0.0017770708871753822
3.3499999999999726,0.9857716866162678,0.012445319487920574,0.0017829938958129827
3.3599999999999723,0.9857576614122201,0.012453417829123367,0.0017889207586578373
3.369999999999972,0.9857436272817202,0.012461521240158273,0.0017948514781228398
3.379999999999972,0.9857295842194421,0.01246962972393691,0.0018007860566222693
3.3899999999999717,0.9857155322200573,0.012477743283372218,0.001806724496571792
3.3999999999999715,0.9857014712782344,0.012485861921378466,0.0018126668003884605
3.4099999999999713,0.9856874013886393,0.012493985640871248,0.0018186129704907156
3.419999999999971,0.9856733225459354,0.012502114444767485,0.001824563009298386
3.429999999999971,0.9856592347447832,0.012510248335985423,0.0018305169192326897
3.4399999999999706,0.9856451379798404,0.012518387317444639,0.0018364747027162336
3.4499999999999704,0.9856310322457623,0.01252653139206603,0.0018424363621730156
3.45999999999997,0.9856169175372012,0.012534680562771825,0.0018484019000284237
3.46999999999997,0.9856027938488066,0.012542834832485578,0.001854371318709238
3.47999999999997,0.9855886611752256,0.01255099420413217,0.0018603446206436303
3.4899999999999696,0.9855745195111024,0.01255915868063781,0.0018663218082611652
3.4999999999999694,0.9855603688510786,0.012567328264930034,0.0018723028839928006
3.509999999999969,0.9855462091897929,0.012575502959937705,0.0018782878502708884
3.519999999999969,0.9855320405218813,0.012583682768591013,0.0018842767095291753
3.5299999999999687,0.9855178628419772,0.012591867693821477,0.001890269464202803
3.5399999999999685,0.9855036761447112,0.012600057738561944,0.001896266116728309
3.5499999999999683,0.9854894804247113,0.012608252905746587,0.0019022666695436277
3.559999999999968,0.9854752756766025,0.012616453198310909,0.0019082711250880903
3.569999999999968,0.9854610618950074,0.01262465861919174,0.001914279485802426
3.5799999999999677,0.9854468390745456,0.012632869171327239,0.001920291754128762
3.5899999999999674,0.985432607209834,0.012641084857656892,0.0019263079325106253
3.5999999999999672,0.9854183662954871,0.012649305681121515,0.0019323280233929417
3.609999999999967,0.9854041163261162,0.012657531644663251,0.001938352029222038
3.619999999999967,0.9853898572963303,0.012665762751225575,0.0019443799524456412
3.6299999999999666,0.9853755892007354,0.012673999003753286,0.0019504117955128808
3.6399999999999664,0.9853613120339347,0.012682240405192516,0.0019564475608742876
3.649999999999966,0.985347025790529,0.012690486958490723,0.001962487250981796
3.659999999999966,0.985332730465116,0.012698738666596697,0.001968530868288743
3.6699999999999657,0.985318426052291,0.012706995532460555,0.001974578415249871
3.6799999999999655,0.9853041125466464,0.012715257559033745,0.0019806298943213256
3.6899999999999653,0.9852897899427717,0.012723524749269043,0.001986685307960659
3.699999999999965,0.9852754582352541,0.012731797106120553,0.0019927446586268283
3.709999999999965,0.9852611174186775,0.012740074632543714,0.001998807948780198
3.7199999999999647,0.9852467674876236,0.01274835733149529,0.0020048751808825404
3.7299999999999645,0.985232408436671,0.012756645205933377,0.0020109463573970343
3.7399999999999642,0.9852180402603958,0.0127649382588174,0.0020170214807882676
3.749999999999964,0.9852036629533711,0.012773236493108114,0.002023100553522238
3.759999999999964,0.9851892765101675,0.012781539911767606,0.0020291835780663517
3.7699999999999636,0.9851748809253528,0.01278984851775929,0.0020352705568894265
3.7799999999999634,0.9851604761934919,0.012798162314047914,0.0020413614924616914
3.789999999999963,0.9851460623091471,0.012806481303599555,0.002047456387254786
3.799999999999963,0.9851316392668781,0.012814805489381619,0.0020535552437417628
